Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Pookie Rolf","=""1421501708""","=""9781421501703""",5,4.45,VIZ Media LLC,Paperback,200,2006,2004,2015/10/31,2015/10/31,"death-note, horror, library-loan, manga, mystery, book-to-tv-or-movie","death-note (#3), horror (#7), library-loan (#13), manga (#3), mystery (#6), book-to-tv-or-movie (#86)",read,"https://chyneyee.com/2015/10/31/death-note-vol-3-hard-run-death-note-3-tsugumi-ohba-takeshi-obata/<br/><br/>Complexity goes to a higher level again. Each volume increases the complexity of the story and it gets more interesting. I loved the part when L reveals himself to Light and also the tennis game. It makes me feel “Whoa” when I was reading it. I liked this volume compared to the previous one. A lot of twists and unexpected things happen in this story. What I loved most about this story is that the mangaka has added more complexity to an already complicated plot, which caused the story to have more intensity, thrills and a whole lot interesting. Also, the mangaka knew when is the right time to add more new details to the story and new mysterious characters. You just couldn't wait to read the next one.",,Library Loan from Docklands,1,,,0,,,,,
18774875,"Food Wars!: Shokugeki no Soma, Vol. 1",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421572540""","=""9781421572543""",3,4.19,VIZ Media LLC,Paperback,208,2014,2013,2015/11/01,2015/10/31,"manga, library-loan, food-wars, book-to-tv-or-movie","manga (#4), library-loan (#14), food-wars (#1), book-to-tv-or-movie (#84)",read,"https://chyneyee.com/2015/11/01/food-wars-vol-1-shokugeki-no-soma-food-wars-shokugeki-no-soma-1-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>I have mixed feelings about this story. The plot was not bad and inspirational to the readers of not giving up to become better in what we do. Although I felt confused in certain parts of the story but the mangaka was creative in expressing the tastes of the food with the fantasy which appears in every character after tasting the food. Besides of that, I can't think of anything else about this story. Neither good nor bad.",,Library Loan from Docklands,1,,,0,,,,,
24805729,Charlotte's Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0062406787""","=""9780062406781""",2,4.18,HarperCollins,ebook,192,2015,1952,2015/11/03,2015/11/03,"children, classics, ebooks, book-to-tv-or-movie","children (#19), classics (#8), ebooks (#36), book-to-tv-or-movie (#1)",read,"https://chyneyee.com/2015/11/03/charlottes-web-e-b-white-garth-williams-rosemary-wells/<br/><br/>No doubt it's a beautifully written story about friendship and family which provides valuable lessons for children. However, it's not my cup of tea. I'm not sure whether it's because of my age or the story.",,,1,,,0,,,,,
21412044,"Food Wars!: Shokugeki no Soma, Vol. 2",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421572559""","=""9781421572550""",3,4.30,VIZ Media LLC,Paperback,200,2014,2013,2015/11/16,2015/11/16,"library-loan, manga, food-wars, book-to-tv-or-movie","library-loan (#15), manga (#5), food-wars (#2), book-to-tv-or-movie (#83)",read,https://chyneyee.com/2015/11/16/food-wars-vol-2-shokugeki-no-soma-food-wars-shokugeki-no-soma-2-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>The second volume is definitely much better than the first one. At least the second volume goes to another level and the story is getting more interesting. Although the second volume is just a simple story which can be summarised that the main focus is about Soma's life in the cooking school but the story is slightly improving compared to the previous volume.,,Library loan from Docklands,1,,,0,,,,,
21412020,"Food Wars!: Shokugeki no Soma, Vol. 3",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421572567""","=""9781421572567""",3,4.32,VIZ Media LLC,Paperback,200,2014,2013,2015/11/17,2015/11/16,"library-loan, manga, food-wars, book-to-tv-or-movie","library-loan (#16), manga (#6), food-wars (#3), book-to-tv-or-movie (#82)",read,https://chyneyee.com/2015/11/17/food-wars-vol-3-shokugeki-no-soma-food-wars-shokugeki-no-soma-3-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>Cooking competition is going to another new level! More characters are being introduced in this volume which makes such a simple story getting more interesting.,,Library Loan from Docklands,1,,,0,,,,,
22609126,"Food Wars!: Shokugeki no Soma, Vol. 4",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Adrienne Beck","=""1421572575""","=""9781421572574""",4,4.39,VIZ Media LLC,Paperback,192,2015,2013,2015/11/18,2015/11/18,"library-loan, manga, food-wars, book-to-tv-or-movie","library-loan (#17), manga (#7), food-wars (#4), book-to-tv-or-movie (#81)",read,https://chyneyee.com/2015/11/18/food-wars-vol-4-shokugeki-no-soma-food-wars-shokugeki-no-soma-4-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>This volume has more intensity and humour compared to all the previous volumes. I really liked this one the most compared to other volumes I've previously read before. This volume definitely will make you want to read more to know what other challenges will Soma faces and how he overcomes them.,,Library Loan from Docklands,1,,,0,,,,,
13617,"Death Note, Vol. 5: Whiteout (Death Note, #5)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Alexis Kirsch","=""1421506262""","=""9781421506265""",4,4.34,VIZ Media LLC,Paperback,201,2006,2005,2015/11/20,2015/11/19,"death-note, library-loan, manga, mystery, horror, book-to-tv-or-movie","death-note (#5), library-loan (#19), manga (#9), mystery (#8), horror (#9), book-to-tv-or-movie (#79)",read,"https://chyneyee.com/2015/11/20/death-note-vol-5-whiteout-death-note-5-tsugumi-ohba-takeshi-obata/<br/><br/>The story is getting more complicated and confusing for me. I started can't think in a proper way especially there are too many rules for using the Death Note. However, no matter how complicated this story going to be, I never feel regret to pick this story as my first manga reading. I'm not sure both L and Death Note can be replaced any other characters and manga that I'm going to read in the future.",,Library Loan from Docklands,1,,,0,,,,,
13620,"Death Note, Vol. 6: Give-and-Take (Death Note, #6)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Alexis Kirsch","=""1421506270""","=""9781421506272""",4,4.40,VIZ Media LLC,Paperback,215,2006,2005,2015/11/20,2015/11/20,"death-note, horror, library-loan, mystery, manga, book-to-tv-or-movie","death-note (#6), horror (#10), library-loan (#20), mystery (#9), manga (#10), book-to-tv-or-movie (#78)",read,https://chyneyee.com/2015/11/20/death-note-vol-6-give-and-take-death-note-6-tsugumi-ohba-takeshi-obata/<br/><br/>Compexity goes to another level. It's getting closer to the truth. It was so intense when they almost find out how Kira kills people. Although they have no idea how it works but it was really close. So close.....,,Library loan from Docklands,1,,,0,,,,,
22609123,"Food Wars!: Shokugeki no Soma, Vol. 5",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Adrienne Beck","=""1421573857""","=""9781421573854""",4,4.32,VIZ Media LLC,Paperback,192,2015,2013,2015/11/22,2015/11/21,"library-loan, manga, food-wars, book-to-tv-or-movie","library-loan (#21), manga (#11), food-wars (#5), book-to-tv-or-movie (#76)",read,"https://chyneyee.com/2015/11/22/food-wars-vol-5-shokugeki-no-soma-food-wars-shokugeki-no-soma-5-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>The second part of the volume is about Soma's hometown which definitely something different and feel refresh after several volumes ""trapped"" in the institute. A few new characters introduced in this volume and a big surprise about Erina which brings the story to another different level.",,Library loan from Docklands,1,,,0,,,,,
23492394,"Food Wars!: Shokugeki no Soma, Vol. 6",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Adrienne Beck","=""1421576880""","=""9781421576886""",5,4.32,VIZ Media LLC,Paperback,192,2015,2014,2015/11/22,2015/11/22,"food-wars, manga, library-loan, book-to-tv-or-movie","food-wars (#6), manga (#12), library-loan (#22), book-to-tv-or-movie (#77)",read,"https://chyneyee.com/2015/11/23/food-wars-vol-6-shokugeki-no-soma-food-wars-shokugeki-no-soma-6-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>I guess a lot of readers will be impressed with Soma's father (Joichiro Yukihira) as we get to know more about his past in this volume. After rated either three or four stars in all the previous volumes, this will be the first volume which I will rate 5 out of 5. I felt amazed with the mangaka's broad knowledge of culinary. In the beginning, I can see just only the mangaka's knowledge in cooking skills but from this volume, I realised his culinary knowledge is much wider which includes ingredients and gastronomy as well.",,Library loan from Docklands,1,,,0,,,,,
13621,"Death Note, Vol. 7: Zero (Death Note, #7)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Alexis Kirsch","=""1421506289""","=""9781421506289""",5,4.44,VIZ Media LLC,Paperback,211,2006,2005,2015/11/23,2015/11/23,"library-loan, manga, mystery, death-note, horror, book-to-tv-or-movie","library-loan (#23), manga (#13), mystery (#10), death-note (#7), horror (#11), book-to-tv-or-movie (#75)",read,https://chyneyee.com/2015/11/23/death-note-vol-7-zero-death-note-7-tsugumi-ohba-takeshi-obata/<br/><br/>The biggest shocking plot twist I've ever read so far in this story. A couple of new characters introduced in this volume. I can't wait to see what happens next especially the new characters seem interesting.,,Library Loan from Docklands,1,,,0,,,,,
13614,"Death Note, Vol. 8: Target (Death Note, #8)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Tetsuichiro Miyaki","=""1421506297""","=""9781421506296""",3,4.25,VIZ Media LLC,Paperback,201,2006,2005,2015/11/25,2015/11/23,"death-note, horror, library-loan, manga, mystery, book-to-tv-or-movie","death-note (#8), horror (#12), library-loan (#24), manga (#14), mystery (#11), book-to-tv-or-movie (#74)",read,"https://chyneyee.com/2015/11/26/death-note-vol-8-target-death-note-8-tsugumi-ohba-takeshi-obata/<br/><br/>The two successors of L has been introduced in the previous volume, Mello and Near. The story probably getting more interesting with the two new characters but at the current stage, it's still too early to know more about the strength of the new characters. I miss L, just like everybody else and I felt something is missing since L's death but I couldn't find out what was it. I hope I will know more about their strength or intelligence in the next volume.",,Library Loan from Docklands,1,,,0,,,,,
13622,"Death Note, Vol. 9: Contact (Death Note, #9)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Tetsuichiro Miyaki","=""1421506300""","=""9781421506302""",4,4.21,VIZ Media LLC,Paperback,193,2007,2005,2015/11/27,2015/11/26,"death-note, library-loan, manga, mystery, horror, book-to-tv-or-movie","death-note (#9), library-loan (#25), manga (#15), mystery (#12), horror (#13), book-to-tv-or-movie (#73)",read,"https://chyneyee.com/2015/11/27/death-note-vol-9-contact-death-note-9-tsugumi-ohba-takeshi-obata/<br/><br/>This volume has shown more of Near's and Mello's strength as what I wished when I was reading the previous volume – <a href=""http://chyneyee.com/death-note-vol-8-target-death-note-8-tsugumi-ohba-takeshi-obata/"">Death Note, Vol. 8: Target (Death Note #8)</a>. I liked Near's analytical skill and Mello's strategic skill. The combination of their outstanding skills is a challenge and raises the pressure for Light as both L, and Kira. However, this volume still haven't change my feeling of missing L. No matter what happens, they can't replace L.",,Library Loan from Docklands,1,,,0,,,,,
13623,"Death Note, Vol. 10: Deletion (Death Note, #10)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Tetsuichiro Miyaki","=""142151155X""","=""9781421511559""",4,4.22,VIZ Media LLC,Paperback,188,2007,2006,2015/11/28,2015/11/27,"death-note, horror, library-loan, manga, mystery, book-to-tv-or-movie","death-note (#10), horror (#14), library-loan (#26), manga (#16), mystery (#13), book-to-tv-or-movie (#72)",read,"https://chyneyee.com/2015/11/29/death-note-vol-10-deletion-death-note-10-tsugumi-ohba-takeshi-obata/<br/><br/>Since the 8th volume, I felt this series is starting to drag on and I thought this will be continuously until there is a new Death Note owner. At least there were some interesting twists and turns and I have to admit that all the female characters in this series are weak. It seems most of the female characters are easily manipulated and feelings are always first compared to logical thinking.",,Library Loan from Docklands,1,,,0,,,,,
445044,"Death Note, Vol. 11: Kindred Spirits (Death Note, #11)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Tetsuichiro Miyaki","=""1421511789""","=""9781421511788""",4,4.22,VIZ Media LLC,Paperback,211,2007,2006,2015/12/01,2015/11/29,"manga, mystery, library-loan, horror, death-note, book-to-tv-or-movie","manga (#17), mystery (#14), library-loan (#27), horror (#15), death-note (#11), book-to-tv-or-movie (#70)",read,https://chyneyee.com/2015/12/01/death-note-vol-11-kindred-spirit-death-note-11-tsugumi-ohba-takeshi-obata/<br/><br/>I can't wait to read the last volume to know whether Near will win in this challenge and what will happen to Light and those who involved with the Death Note. I'm wondering whether there will be a twist for the ending and will the twist bigger than L's death? There was a thought in my mind for the ending – what if L and Light's father faked their own death just to set up all these so that Light will show his true colours?,,Library Loan from Docklands,1,,,0,,,,,
445046,"Death Note, Vol. 12: Finis (Death Note, #12)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Tetsuichiro Miyaki","=""1421513277""","=""9781421513270""",5,4.37,VIZ Media LLC,Paperback,211,2007,2006,2015/12/01,2015/12/01,"death-note, horror, library-loan, manga, mystery, book-to-tv-or-movie","death-note (#12), horror (#16), library-loan (#28), manga (#18), mystery (#15), book-to-tv-or-movie (#71)",read,"https://chyneyee.com/2015/12/02/death-note-vol-12-finis-death-note-12-tsugumi-ohba-takeshi-obata/<br/><br/>I felt the ending deserves a rating of 5 out of 5. It has been quite some time I've rated 5 out of 5 for this series. This last volume made me felt the same as when I started the first volume. The feeling of giving two ""thumbs up"" came back after several volumes. This is a brilliant-plotted manga with outstanding characters and the mangaka is exceptionally detailed in every part of the story. I felt it's definitely worth to be kept as a collection.",,Library Loan from Docklands,1,,,0,,,,,
2021815,"Death Note, Vol. 13: How to Read",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Akira Shiwawa","=""1421518880""","=""9781421518886""",5,4.31,VIZ Media LLC,Paperback,290,2008,2006,2015/12/02,2015/12/01,"death-note, library-loan, manga, mystery, horror, book-to-tv-or-movie","death-note (#13), library-loan (#29), manga (#19), mystery (#16), horror (#17), book-to-tv-or-movie (#69)",read,"https://chyneyee.com/2015/12/02/death-note-vol-13-how-to-read-death-note-13-tsugumi-ohba-takeshi-obata/<br/><br/>This book will come in handy if you are a hard-core fan of Death Note and this volume definitely provides some of the answers to your questions related to the story. To be honest, I wish I have more time to finish every part of this volume but I only read certain parts which capture my interest.",,Library Loan from Docklands,1,,,0,,,,,
23492376,"Food Wars!: Shokugeki no Soma, Vol. 7",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Adrienne Beck","=""1421579650""","=""9781421579658""",4,4.32,VIZ Media LLC,Paperback,200,2015,2014,2015/12/04,2015/12/03,"food-wars, manga, digital-copy, book-to-tv-or-movie","food-wars (#7), manga (#20), digital-copy (#1), book-to-tv-or-movie (#68)",read,"https://chyneyee.com/2015/12/04/food-wars-vol-7-shokugeki-no-soma-food-wars-shokugeki-no-soma-7-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>This volume will introduce each character's specialisation and how they acquired the strength which related to their past. The mangaka's knowledge in culinary is very impressive. As the story getting further, it reveals more of the mangaka's broad knowledge in culinary and his story-telling skill for such specific theme is outstanding. I'm looking forward to read the next volume and hopefully I will rate 5 out of 5 for one of the volumes in the future.",,,1,,,0,,,,,
27073345,Hungry In Ipoh,Hadi M. Nor,"Nor, Hadi M.","Terence Toh, Cassandra Khaw, Ted Mahsun, Atikah Abdul Wahid, Marc de Faoite, William Tham Wai Liang, Eileen Lian, Hon-Kit Wong, Tina  Isaacs, Leroy Luar, Julya Oui, Angeline Woon, Benjamin Tham, Ivy Ngeow, Tilon Sagulu","=""""","=""9789670954059""",4,3.67,FIXI Novo,Paperback,295,2015,2015,2016/01/21,2015/12/16,"literature-fiction, short-stories","literature-fiction (#9), short-stories (#3)",read,https://chyneyee.com/2016/01/21/hungry-in-ipoh-by-various-hadi-m-nor/<br/><br/>I rated this book with 4/5. The stories involve various kinds of relationships with Ipoh as the main focus. Most of the stories are quite interesting and I get to know more about Ipoh which makes me wonder whether I should travel to Ipoh and explore each place mentioned in this novel.,,,1,,,0,,,,,
17264604,Hong Kong Noir,Feng Chi-Shun,"Chi-Shun, Feng",,"=""9881613965""","=""9789881613967""",3,3.21,Blacksmith Books,Paperback,212,2012,2012,2016/02/17,2015/12/08,"library-loan, short-stories","library-loan (#30), short-stories (#4)",read,"https://chyneyee.com/2016/02/18/hong-kong-noir-feng-chi-shun/<br/><br/>The stories I liked the most are the true crime ones. However, I felt the author seems to be using a lot of bombastic words in his writing, which sometimes felt irrelevant and can be replaced with simpler words. The stories are interesting, but feels affected by the dull storytelling which is quite hard to get the readers to have the same feelings when reading the stories.",,"Loan from Docklands Library, Melbourne.",1,,,0,,,,,
15929214,Hospital Babylon,Imogen Edwards-Jones,"Edwards-Jones, Imogen",,"=""0552162841""","=""9780552162845""",3,3.75,Corgi,Paperback,384,2012,2011,2016/02/27,2016/02/20,"non-fiction, library-loan","non-fiction (#4), library-loan (#31)",read,"https://chyneyee.com/2016/02/27/hospital-babylon-imogen-edwards-jones/<br/><br/>I've learned a lot from this book such as hospital management, and medical terms especially drug names. There was a huge number of unknown inside stories and a lot of unexpected incidents, many of which are beyond our imagination that will happen in real life. I will never expect someone with a big hole behind his head still can survive and live in a normal life. I quite liked most of the stories in this book and there were numerous stories which are shocking but interesting. Despite the narration of the story should be told in a serious manner, but most of the hospital staff mentioned in the book are amusing.",,Loan from Docklands Library,1,,,0,,,,,
15981684,Twerp,Mark Goldblatt,"Goldblatt, Mark",,"=""0375971424""","=""9780375971426""",3,3.86,Random House Books for Young Readers,Hardcover,288,2013,2013,2016/03/02,2015/10/04,"children, library-loan","children (#20), library-loan (#32)",read,"https://chyneyee.com/2016/03/02/twerp-mark-goldblatt/<br/><br/>I've never read about Big Nate before, but based from the synopsis, I felt this book has a similar plot – a story of a sixth grader who shares his adventures and mischievousness with his friends. I'm pretty sure such a story will bring back a lot of childhood memories for some readers, as the story was being written with full of ""kiddie stuff"" such as a small circle of close friends that does things together all the time, homemade fireworks, love letters, competitions, suspensions, and lots more. There was one point that you probably thought: that you are reading a story written by a sixth grader, or Julian really exists and he is writing his journal.<br/><br/>The character I liked the most is Amelia, because she is very caring and protective to Julian and most importantly, she is always encouraging and giving him advices. The most hateful character for me is Jillian, as she can’t seem to think well and causes a lot of misunderstandings and trouble to everyone. The story which I liked the most is Rabbi's meaningful advice.",,Library Loan from Docklands Library,1,,,0,,,,,
16085482,Kiss Me First,Lottie Moggach,"Moggach, Lottie",,"=""0385537476""","=""9780385537476""",4,3.36,Doubleday,Hardcover,308,2013,2007,2016/03/07,2016/01/01,"mystery-thriller, library-loan","mystery-thriller (#9), library-loan (#33)",read,"https://chyneyee.com/2016/03/07/kiss-me-first-lottie-moggach/<br/><br/>Despite this being the author's first book, this story is brilliantly written with an outstanding plot. It will definitely leave a strong impression to readers after reading the story. This will be a great book for youngsters as it tells a young girl who is too attached to the Internet world and how her life was almost ruined by her Internet addiction. I liked the ending when her social life has changed.<br/><br/>Leila is a very complicated character. I felt my feelings towards Leila was being teased by the author from the very beginning of the story. I sympathised with her naiveness after her mom passed away and nobody can offer her any advice or guidance in her life. In the meantime, I felt intolerable with her stubbornness, naiveness, and defensiveness even though it's pretty obvious that what she did was not right but she felt there's nothing wrong with it. There were a lot of mixed feelings and contradicting thoughts about the main character and plot. In a random thought, sometimes, I felt Leila and Tess are the disassociation of Lisbeth from the book 'The Girl with the Dragon Tattoo'.",,"Loan from Docklands Library, Melbourne",1,,,0,,,,,
80616,The Thin Man,Dashiell Hammett,"Hammett, Dashiell",,"=""0679722637""","=""9780679722632""",3,3.94,Vintage Crime/Black Lizard ,Paperback,201,1989,1934,2016/03/12,2016/03/07,"library-loan, mystery-crime, classics, book-to-tv-or-movie","library-loan (#34), mystery-crime (#28), classics (#10), book-to-tv-or-movie (#29)",read,"https://chyneyee.com/2016/03/12/the-thin-man-dashiell-hammett/<br/><br/>No one will know who the murderer is, until you finish the book. Classic detective stories seem to have more suspense, plot twists and is more dramatic. I'm wondering whether it's just this story, or most classic mystery novels were written in such way. I should read more classic novels to affirm this. Also, maybe due to the reason that I rarely read classic novels, it's slightly difficult for me to grasp the indirectness. I have to admit, this story really fits into the mystery-thriller genre with a lot of suspense; although in contrast, the story contains hilarious characters.",,Library Loan from Docklands Library,1,,,0,,,,,
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",4,4.13,HarperCollins,Hardcover,307,2008,2008,2016/03/18,2016/03/12,"children, fantasy, library-loan","children (#21), fantasy (#10), library-loan (#35)",read,"https://chyneyee.com/2016/03/18/the-graveyard-book-neil-gaiman/<br/><br/>This is an exceptional story for reading. Initially, I was having doubts whether I should read this story as I strongly disliked another story from the same author. Luckily, this story doesn’t disappoint me and is much better than the previous one I’ve read before. I felt sad with the ending although it’s a realistic one. I guess the key to enjoy reading Neil Gaiman’s stories is to let your imaginations go wild and never let them stop.",,Library Loan from Docklands Library,1,,,0,,,,,
16077150,Instructions for a Heatwave,Maggie O'Farrell,"O'Farrell, Maggie",,"=""0755358783""","=""9780755358786""",1,3.67,Headline Book Publishing,Hardcover,352,2013,2013,2016/03/30,2016/03/24,"historical-fiction, library-loan","historical-fiction (#12), library-loan (#39)",read,"https://chyneyee.com/2016/03/30/instructions-for-a-heatwave-maggie-ofarrell/<br/><br/>I had tried my best to finish this novel but towards the end, I just skipped several pages and looked for the dialogues part so I can quickly finish reading it. The beginning part of the story is not bad and I thought of rating this story with a 3 out of 5. However, with the slow pace of the story, I felt the story seems doesn’t progress any further and stays the same after the family finds out the father left them without a trace. The progress is like a graph that stays at the same line even until the end of the story.<br/><br/>Somehow, as I kept reading the book, I’ve no idea what I was reading or whether I’ve missed out any important plots without my knowledge. There isn’t any climax or twists in the story. I tried to like the story but as I read more and more, its rating starts to drop. I just couldn’t like it despite the story having an interesting introduction which was the reason I’ve chosen this book at the beginning. The main focus is the family members, not Robert who disappears from their life. Overall, what you need to know about this story is the emotions, life, and feelings of a family after their husband and father leaves the family with a trace. Nothing unusual.",,Library Loan from Docklands Library,1,,,0,,,,,
2052,The Big Sleep (Philip Marlowe #1),Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",1,3.96,Vintage Crime,Paperback,231,1988,1939,2016/04/02,2016/03/31,"book-to-tv-or-movie, classics, library-loan, mystery-crime","book-to-tv-or-movie (#30), classics (#12), library-loan (#40), mystery-crime (#29)",read,"https://chyneyee.com/2016/04/02/the-big-sleep-raymond-chandler/<br/><br/>I felt this story has some similarities with the novel – The Thin Man by Dashiell Hammett. The main character in this story likes to smoke, while the main character from ‘The Thin Man’ likes to drink. Both stories also involve other characters who misunderstood the detective’s investigation scope and they usually force the detective to include their misunderstanding into his investigation. Besides of the story, the book cover also has the similar design as well.<br/><br/>The story wasn’t that bad but definitely was not my cup of tea. The plot is complicated and I was getting more confused towards the end. Despite it’s not being my favourite book, but I can’t deny that this is a great classic investigation novel.",,Library Loan from Docklands Library,1,,,0,,,,,
25110932,"Food Wars!: Shokugeki no Soma, Vol. 8",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Adrienne Beck","=""1421579669""","=""9781421579665""",3,4.34,VIZ Media LLC,Paperback,208,2015,2014,2016/04/17,2016/04/16,"digital-copy, food-wars, manga, book-to-tv-or-movie","digital-copy (#2), food-wars (#8), manga (#21), book-to-tv-or-movie (#67)",read,"https://chyneyee.com/2016/04/17/food-wars-vol-8-shokugeki-no-soma-food-wars-shokugeki-no-soma-8-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>The battle of the Fall Classic preliminaries is almost come to an end. The beginning of the story has a minor introduction about Akira Hayama, also known as the Spice King. With his outstanding skill in spices and his remarkable dish, will he able to win the competition and straight to the top spot? And what will be Soma’s competition dish in order to be in the top eight finalists to get qualified to the main event?",,,1,,,0,,,,,
25111314,"Food Wars!: Shokugeki no Soma, Vol. 9",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421580284""","=""9781421580289""",4,4.31,VIZ Media LLC,Paperback,192,2015,2014,2016/04/18,2016/04/17,"digital-copy, manga, food-wars, book-to-tv-or-movie","digital-copy (#3), manga (#22), food-wars (#9), book-to-tv-or-movie (#66)",read,"https://chyneyee.com/2016/04/18/food-wars-vol-9-shokugeki-no-soma-food-wars-shokugeki-no-soma-9-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>I liked the pairings in every tournament as each of them have different outstanding skills. Although some of the skills seem unsuitable with the theme but the idea is brilliant of applying their skills into the theme defined by the judges. For example, Arato’s speciality is medicinal cooking and the theme is burger. Will Arato able to utilise her speciality to prepare a burger with unique taste?",true,,1,,,0,,,,,
25814245,"Food Wars!: Shokugeki no Soma, Vol. 10",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""1421584468""","=""9781421584461""",3,4.34,VIZ Media LLC,Paperback,192,2016,2014,2016/04/20,2016/04/20,"digital-copy, food-wars, manga, book-to-tv-or-movie","digital-copy (#4), food-wars (#10), manga (#23), book-to-tv-or-movie (#65)",read,"https://chyneyee.com/2016/04/20/food-wars-vol-10-shokugeki-no-soma-food-wars-shokugeki-no-soma-10-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>I felt confused when I was reading the shokugeki between Takumi and Mimasaka. However, towards the end, I'm looking forward for the challenge between Soma and Mimasaka especially after Soma reveals everything about his competition dish to Mimasaka without the need of Mimasaka to stalk him. How Soma can win this?",,,1,,,0,,,,,
25814246,"Food Wars!: Shokugeki no Soma, Vol. 11",Yuto Tsukuda,"Tsukuda, Yuto","Shun Saeki, Yuki Morisaki, Adrienne Beck","=""142158445X""","=""9781421584454""",3,4.34,VIZ Media LLC,Paperback,192,2016,2015,2016/04/21,2016/04/20,"digital-copy, food-wars, manga, book-to-tv-or-movie","digital-copy (#5), food-wars (#11), manga (#24), book-to-tv-or-movie (#61)",read,"https://chyneyee.com/2016/04/21/food-wars-vol-11-shokugeki-no-soma-food-wars-shokugeki-no-soma-11-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>I can’t imagine if I read this manga last time following with the release date. That will be a pain to wait for several days or weeks to get the next volume when you can’t wait to know who is the winner between Mimasaka and Soma. Although some readers probably can predict Soma will be the winner again but there will be a lot of questions come to our mind - how is he going to handle the competition, what will be his strategy, how he cooks the dish, and how he avoids his dish being replicated. There are so many questions which you wish to get the answers straight away.",,,1,,,0,,,,,
27406746,"Food Wars!: Shokugeki no Soma, Vol. 12",Yuto Tsukuda,"Tsukuda, Yuto",Shun Saeki,"=""1421585081""","=""9781421585086""",4,4.34,VIZ Media LLC,Paperback,192,2016,2015,2016/04/21,2016/04/20,"digital-copy, food-wars, manga, book-to-tv-or-movie","digital-copy (#6), food-wars (#12), manga (#25), book-to-tv-or-movie (#63)",read,https://chyneyee.com/2016/04/21/food-wars-vol-12-shokugeki-no-soma-food-wars-shokugeki-no-soma-12-yuuto-tsukuda-shun-saeki-yuki-morisaki/<br/><br/>I'm pretty sure most of the readers can't wait to continuously reading the story especially it reaches one of the important stages in this manga.,,,1,,,0,,,,,
